Crime_ID,City,Location,Date,Time,Crime_Type,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Num_Police_Stations_Nearby,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender
1036,Mumbai,Juhu,2024-02-25,11:54:35,Snatching,19.107871,72.809037,5,24.7,False,False,RIDE-20036,2024-02-25,11:54:35,Juhu,Worli,37.9,19.05,537.75,1.2,4.34,Completed,26.2,0.0,8.5,63.9,13.5,Clear,Low,52.2,0,13.0,,0.69,Broken CCTV cameras,Morning,Female
1037,Delhi,Shahdara,2024-08-20,10:10:23,Stalking,28.652988,77.290024,7,25.5,True,False,RIDE-20037,2024-08-20,10:10:23,Shahdara,Okhla,13.4,7.14,222.85,1.0,4.49,Completed,36.1,11.3,7.1,42.0,22.0,Rainy,Medium,40.0,0,13.0,0.0,0.53,Broken CCTV cameras,Morning,Female
1038,Delhi,Karol Bagh,2024-03-02,00:31:47,Theft,28.664767,77.203908,5,12.3,True,True,RIDE-20038,2024-03-02,00:31:47,Karol Bagh,Lajpat Nagar,64.2,26.28,547.83,1.0,3.53,Cancelled_by_User,31.8,0.0,,50.1,7.9,Hazy,Low,48.9,1,20.0,3.0,0.85,None,Night,Female
1039,Mumbai,Chembur,2024-07-24,16:05:25,Stalking,19.049036,72.879793,8,12.0,False,False,RIDE-20039,2024-07-24,16:05:25,Chembur,Worli,20.9,17.56,381.4,2.0,4.02,Completed,25.2,19.1,5.9,56.9,24.0,Rainy,Low,52.7,0,15.0,3.0,0.81,Rash driving near signal,Afternoon,Male
1040,Mumbai,Chembur,2024-08-13,02:30:28,Assault,19.058965,72.905726,8,25.3,False,False,RIDE-20040,2024-08-13,02:30:28,Chembur,Juhu,43.0,11.66,294.28,1.5,3.62,Completed,30.1,0.0,7.3,74.9,24.8,Overcast,High,27.7,1,7.0,2.0,0.84,None,Night,Male
1041,Mumbai,Powai,2024-02-13,16:41:11,Assault,19.095694,72.886175,10,39.7,False,False,RIDE-20041,2024-02-13,16:41:11,Powai,Powai,44.0,7.18,194.5,1.0,4.01,Completed,28.0,0.0,7.8,67.4,11.3,Clear,High,30.8,0,5.0,2.0,0.79,Isolated dark stretch near bus stop,Afternoon,Female
1042,Delhi,Shahdara,2024-10-31,22:05:19,Stalking,28.665891,77.311885,6,8.6,True,True,RIDE-20042,2024-10-31,22:05:19,Shahdara,Vasant Kunj,63.9,24.29,649.5,1.2,4.14,Completed,26.2,47.1,6.0,85.0,8.9,Rainy,Medium,,0,18.0,0.0,0.47,Rash driving near signal,Night,Female
1043,Mumbai,Chembur,2024-12-20,19:51:57,Fraud,19.033752,72.893336,3,28.3,True,True,RIDE-20043,2024-12-20,19:51:57,Chembur,Dadar,73.0,20.51,577.01,1.0,3.86,Cancelled_by_Driver,32.1,0.0,2.7,69.8,24.2,Foggy,High,28.0,0,6.0,1.0,0.79,Lack of police patrolling,Evening,Female
1044,Mumbai,Colaba,2024-02-22,22:54:33,Assault,18.884309,72.81373,10,13.8,True,False,RIDE-20044,2024-02-22,22:54:33,Colaba,Chembur,43.4,27.02,568.46,1.5,4.83,Cancelled_by_User,28.5,0.0,6.9,53.7,10.6,Overcast,Medium,36.6,1,11.0,1.0,0.51,Drunkards roaming near park,Night,Male
1045,Delhi,Karol Bagh,2024-11-11,00:57:05,Snatching,28.650023,77.207256,6,37.8,True,True,RIDE-20045,2024-11-11,00:57:05,Karol Bagh,Noida Border (Mayur Vihar),44.3,5.78,159.73,1.0,4.13,Completed,32.3,0.0,1.0,55.9,11.0,Hazy,Low,49.6,0,8.0,3.0,0.54,Suspicious gathering at night,Night,Female
1046,Delhi,Shahdara,2024-09-16,16:35:01,Vandalism,28.697133,77.266884,4,39.3,True,False,RIDE-20046,2024-09-16,16:35:01,Shahdara,Karol Bagh,58.6,13.03,280.58,1.2,3.66,Completed,26.5,0.0,6.7,63.6,25.8,Clear,High,30.9,0,6.0,1.0,0.77,Rash driving near signal,Afternoon,Female
1047,Delhi,Pitampura,2024-06-10,09:32:25,Robbery,28.675849,77.12348,7,31.1,True,True,RIDE-20047,2024-06-10,09:32:25,Pitampura,Dwarka,28.6,27.93,565.76,1.0,4.7,Completed,26.1,0.0,1.6,66.5,14.2,Hazy,High,26.6,0,14.0,0.0,0.5,None,Morning,Other
1048,Delhi,Paharganj,2024-05-31,09:28:38,Assault,28.632988,77.19453,10,20.1,True,True,RIDE-20048,2024-05-31,09:28:38,Paharganj,Vasant Kunj,66.6,12.9,399.2,2.5,4.92,Completed,37.2,0.0,8.4,82.2,8.6,Overcast,High,29.7,0,3.0,1.0,0.68,Isolated dark stretch near bus stop,Morning,Male
1049,Mumbai,Juhu,2024-08-18,11:23:28,Fraud,19.129973,72.802919,5,18.3,True,True,RIDE-20049,2024-08-18,11:23:28,Juhu,Ghatkopar,28.1,30.84,598.69,1.2,4.87,Completed,36.0,20.7,9.6,72.1,8.1,Rainy,High,27.7,1,15.0,0.0,0.78,None,Morning,Male
1050,Mumbai,Vashi (Navi Mumbai),2024-05-28,09:54:10,Vandalism,19.085492,73.009077,4,27.0,False,False,RIDE-20050,2024-05-28,09:54:10,Vashi (Navi Mumbai),Worli,33.5,9.12,307.77,1.0,4.24,Completed,25.6,0.0,9.4,53.0,15.0,Overcast,High,27.9,0,14.0,0.0,0.63,None,Morning,Male
1051,Delhi,Chandni Chowk,2025-02-28,17:40:37,Assault,28.648099,77.239305,8,19.6,False,False,RIDE-20051,2025-02-28,17:40:37,Chandni Chowk,Okhla,66.4,27.03,665.71,1.0,4.9,Completed,38.3,0.0,1.8,63.1,18.8,Foggy,Low,48.8,0,17.0,1.0,0.91,None,Evening,Female
1052,Mumbai,Marine Lines,2024-01-22,00:05:02,Assault,18.951737,72.834432,10,13.5,False,False,RIDE-20052,2024-01-22,00:05:02,Marine Lines,Dadar,59.9,14.79,405.67,1.2,3.93,Cancelled_by_User,29.4,0.0,3.1,57.1,15.4,Foggy,Medium,38.0,0,11.0,2.0,0.56,Drunkards roaming near park,Night,Male
1053,Mumbai,Colaba,2024-03-03,08:28:15,Robbery,18.907449,72.795009,8,35.1,True,False,RIDE-20053,2024-03-03,08:28:15,Colaba,Thane West,26.1,28.03,589.13,1.2,3.97,Completed,30.0,0.0,1.9,51.0,28.6,Hazy,Medium,41.8,0,12.0,0.0,0.57,None,Morning,Female
1054,Delhi,Janakpuri,2024-01-05,03:27:08,Theft,28.639042,77.096426,6,31.5,False,False,RIDE-20054,2024-01-05,03:27:08,Janakpuri,Chandni Chowk,12.9,4.01,135.58,1.0,4.08,Completed,32.7,12.1,5.5,47.4,29.7,Thunderstorm,Medium,38.2,0,20.0,3.0,0.61,None,Night,Male
1055,Delhi,Connaught Place,2024-03-17,19:57:32,Vandalism,24.497571,77.81388,3,15.5,False,False,RIDE-20055,2024-03-17,19:57:32,Connaught Place,Saket,74.4,24.31,550.42,1.5,4.3,Completed,25.9,0.0,1.3,50.0,12.7,Foggy,High,30.2,0,20.0,3.0,0.42,Poor street lighting reported,Evening,Female
1056,Delhi,Shahdara,2024-09-02,05:33:40,Harassment,28.687208,77.292382,8,17.7,False,False,RIDE-20056,2024-09-02,05:33:40,Shahdara,Paharganj,54.2,3.43,127.56,1.0,3.97,Completed,36.6,0.0,9.6,77.4,23.4,Overcast,Low,47.8,0,11.0,3.0,0.72,Drunkards roaming near park,Morning,Male
1057,Delhi,Chandni Chowk,2024-12-12,23:43:41,Vandalism,28.648583,77.231956,3,38.5,True,True,RIDE-20057,2024-12-12,23:43:41,Chandni Chowk,Karol Bagh,46.3,9.13,292.1,1.0,3.81,Completed,40.4,0.0,9.0,41.4,8.0,Overcast,High,27.3,3,12.0,1.0,0.44,Isolated dark stretch near bus stop,Night,Male
1058,Delhi,Karol Bagh,2024-09-02,06:12:52,Theft,28.630351,77.2119,6,29.1,False,False,RIDE-20058,2024-09-02,06:12:52,Karol Bagh,Rohini,17.1,24.36,528.29,2.0,3.84,Completed,29.3,42.5,5.7,82.9,29.4,Thunderstorm,Low,50.9,1,16.0,3.0,0.28,Isolated dark stretch near bus stop,Morning,Male
1059,Mumbai,Worli,2024-10-20,07:34:47,Burglary,19.004458,72.824295,7,36.9,False,False,RIDE-20059,2024-10-20,07:34:47,Worli,Colaba,37.2,27.21,774.99,1.5,4.68,Completed,24.1,0.0,7.8,54.8,29.6,Clear,Medium,41.9,0,16.0,1.0,0.76,Broken CCTV cameras,Morning,Male
1060,Mumbai,Borivali West,2024-05-11,22:11:00,Snatching,19.246141,72.848234,7,24.4,False,False,RIDE-20060,2024-05-11,22:11:00,Borivali West,Worli,22.6,20.52,542.59,1.0,3.99,Completed,27.9,0.0,1.7,61.7,10.9,Hazy,High,30.7,0,19.0,0.0,0.27,Rash driving near signal,Night,Female
1061,Delhi,Chandni Chowk,2024-07-26,21:32:59,Theft,28.628706,77.211211,4,15.2,False,False,RIDE-20061,2024-07-26,21:32:59,Chandni Chowk,Hauz Khas,51.5,30.25,692.31,2.0,4.22,Completed,34.8,0.0,3.7,70.4,25.0,Hazy,High,29.6,0,20.0,0.0,0.94,Isolated dark stretch near bus stop,Evening,Male
1062,Delhi,Lajpat Nagar,2024-09-15,06:36:34,Harassment,28.548905,77.240508,8,8.2,True,True,RIDE-20062,2024-09-15,06:36:34,Lajpat Nagar,Dwarka,56.6,16.92,500.02,1.0,3.7,Completed,34.1,0.0,1.9,26.3,11.4,Hazy,Low,48.3,0,14.0,2.0,0.62,None,Morning,Female
1063,Mumbai,Powai,2024-05-26,13:11:49,Snatching,19.139329,72.884451,5,38.7,True,False,RIDE-20063,2024-05-26,13:11:49,Powai,Juhu,74.5,13.78,425.08,1.0,4.52,Completed,26.1,0.0,7.7,73.8,23.2,,Low,47.0,0,10.0,3.0,0.6,Isolated dark stretch near bus stop,Afternoon,Female
1064,Mumbai,Powai,2024-03-20,08:12:59,Snatching,19.111564,72.892483,6,5.2,False,False,RIDE-20064,2024-03-20,08:12:59,Powai,Ghatkopar,37.3,25.1,704.09,1.0,3.65,Completed,32.9,27.1,6.2,59.8,26.6,Rainy,Low,50.0,0,19.0,2.0,0.65,Poor street lighting reported,Morning,Male
1065,Mumbai,Worli,2024-09-23,07:26:19,Fraud,19.004433,72.807088,5,30.5,True,False,RIDE-20065,2024-09-23,07:26:19,Worli,Colaba,50.7,15.1,405.81,2.0,4.51,Completed,25.8,0.0,2.1,83.9,16.8,Hazy,High,26.8,1,15.0,0.0,0.44,Drunkards roaming near park,Morning,
1066,Mumbai,Thane West,2024-11-27,02:59:28,Robbery,19.200005,72.965243,8,10.9,True,False,RIDE-20066,2024-11-27,02:59:28,Thane West,Kurla,34.5,20.35,406.53,1.5,4.38,Completed,27.6,0.0,3.7,59.5,9.8,Foggy,High,29.5,1,8.0,1.0,0.36,Lack of police patrolling,Night,Male
1067,Delhi,Dwarka,2024-07-02,09:16:23,Vandalism,28.605876,77.040033,4,39.3,True,True,RIDE-20067,2024-07-02,09:16:23,Dwarka,Janakpuri,59.5,11.95,278.76,1.0,4.8,Completed,31.9,,7.1,34.1,13.2,Overcast,Medium,41.0,0,11.0,2.0,0.21,None,Morning,Male
1068,Mumbai,Borivali West,2025-02-11,11:10:08,Fraud,19.237785,72.85623,5,23.5,True,False,RIDE-20068,2025-02-11,11:10:08,Borivali West,Ghatkopar,72.2,17.96,506.21,1.5,3.57,Completed,32.5,0.0,5.0,72.8,14.3,Clear,High,29.0,0,16.0,3.0,0.3,Lack of police patrolling,Morning,Male
1069,Delhi,Lajpat Nagar,2024-05-26,00:32:52,Theft,28.545593,77.238771,6,10.5,True,False,RIDE-20069,2024-05-26,00:32:52,Lajpat Nagar,Okhla,16.3,6.89,183.04,1.5,3.9,Completed,31.6,0.0,4.0,38.6,22.1,Hazy,High,28.9,1,2.0,0.0,0.48,Drunkards roaming near park,Night,Male
1070,Delhi,Saket,2024-09-12,13:41:50,Fraud,28.502306,77.182073,3,39.1,False,False,RIDE-20070,2024-09-12,13:41:50,Saket,Okhla,44.3,3.76,131.67,1.5,4.21,Completed,31.5,0.0,5.2,80.7,12.9,Overcast,Severe,17.5,1,13.0,0.0,0.26,Broken CCTV cameras,Afternoon,Female
1071,Delhi,Noida Border (Mayur Vihar),2024-07-15,23:08:50,Vandalism,28.624733,77.289458,3,22.0,False,False,RIDE-20071,2024-07-15,23:08:50,Noida Border (Mayur Vihar),Chandni Chowk,13.5,15.39,446.31,1.5,4.93,Completed,24.6,59.6,7.5,46.3,28.5,Thunderstorm,Medium,40.1,0,3.0,2.0,0.78,Poor street lighting reported,Night,Other
1072,Mumbai,Malad West,2024-07-18,10:23:06,Fraud,22.937902,76.33,5,20.0,False,False,RIDE-20072,2024-07-18,10:23:06,Malad West,Worli,27.5,6.41,170.86,1.2,4.11,Completed,31.2,0.0,6.6,67.3,12.3,Overcast,Medium,36.5,2,8.0,1.0,0.47,Suspicious gathering at night,Morning,Female
1073,Mumbai,Colaba,2024-08-10,08:26:19,Burglary,18.896757,72.814356,5,12.9,True,True,RIDE-20073,2024-08-10,08:26:19,Colaba,Ghatkopar,42.2,20.69,501.22,1.0,4.09,Completed,28.0,0.0,3.4,88.7,29.4,,Low,48.9,2,7.0,3.0,0.48,Isolated dark stretch near bus stop,Morning,Male
1074,Delhi,Saket,2025-02-04,07:20:24,Snatching,28.514072,77.216348,7,17.1,False,False,RIDE-20074,2025-02-04,07:20:24,Saket,Okhla,46.7,19.97,518.87,1.2,4.93,Completed,38.0,0.0,1.2,75.9,24.9,Foggy,High,25.8,0,9.0,1.0,0.73,None,Morning,Female
1075,Mumbai,Worli,2024-09-16,22:26:34,Stalking,19.010853,72.821897,8,29.3,False,False,RIDE-20075,2024-09-16,22:26:34,Worli,Worli,44.9,21.33,455.14,1.2,4.03,Completed,35.6,0.0,2.3,50.5,11.5,Foggy,Medium,39.1,0,19.0,1.0,0.23,Drunkards roaming near park,Night,Female
1076,Delhi,Saket,2024-01-13,15:06:18,Fraud,28.533478,77.216122,4,8.2,False,False,RIDE-20076,2024-01-13,15:06:18,Saket,Vasant Kunj,19.2,11.7,300.08,1.0,4.21,Completed,25.2,0.0,9.1,31.9,26.2,Clear,High,29.1,0,8.0,1.0,0.72,Isolated dark stretch near bus stop,Afternoon,Female
